rank_test_macro_f1,param_n_estimators,param_learning_rate,param_estimator__max_depth,param_estimator__min_samples_leaf,param_estimator__criterion,param_estimator__class_weight,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_g,std_test_f1_g,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
190,50,1.5,2,1,gini,balanced,0.9218600594292037,0.03708405513786625,0.9492747572961887,0.02142903496850661,0.8944453615622183,0.05275284059892344,0.8249230769230769,0.07490522611546059,0.9315492957746478,0.03060848286054474,0.9749401709401709,0.013474631537954737,1.0,0.0
190,50,1.5,2,2,gini,balanced,0.9218600594292037,0.03708405513786625,0.9492747572961887,0.02142903496850661,0.8944453615622183,0.05275284059892344,0.8249230769230769,0.07490522611546059,0.9315492957746478,0.03060848286054474,0.9749401709401709,0.013474631537954737,1.0,0.0
192,200,0.1,3,5,gini,balanced,0.9210745669505259,0.04036827134363798,0.9455805064500715,0.027441724354472247,0.8965686274509805,0.053303047917914445,0.8646153846153846,0.05490389667248114,0.928692152917505,0.036236435814136665,0.9597059829059829,0.027375745546473967,0.9976507110794144,0.004698577841171314
193,50,0.1,3,1,entropy,balanced,0.9206908031838651,0.028285383316849502,0.9460399914608979,0.019340008234758125,0.8953416149068323,0.03730968636558191,0.8495384615384616,0.04514172291715275,0.9288128772635815,0.02542431671278607,0.9634529914529916,0.021104315318529538,0.9740427616030963,0.005505842403124648
194,50,1.0,3,5,entropy,balanced,0.920489638243804,0.021106737301774408,0.946080834841446,0.013130037693747371,0.8948984416461621,0.029247459206805927,0.8492307692307692,0.046501256584154,0.9287726358148893,0.01807463829967788,0.9682871794871794,0.02181483356010695,1.0,0.0
195,50,0.1,3,1,gini,balanced,0.9204385475416033,0.04081381010199769,0.9460923278923339,0.027121501518094396,0.8947847671908727,0.0545575865369962,0.8489230769230769,0.0593168206084968,0.928732394366197,0.03620531883074101,0.9560273504273503,0.025590655026046853,0.989067438179345,0.005796989286910396
196,50,1.0,2,2,gini,,0.9203479510332377,0.017588516815915476,0.9462335750450102,0.01178987258006791,0.8944623270214652,0.023456932973214127,0.8412307692307692,0.025417694065308766,0.9287726358148893,0.0156543890523699,0.9682461538461539,0.01641325328760532,1.0,0.0
197,50,0.1,3,2,gini,,0.9201977211462904,0.040711360985780584,0.9462773417683745,0.027195071919913615,0.8941181005242059,0.05426497688295312,0.8412307692307692,0.05662207318350003,0.928732394366197,0.03620531883074101,0.958242735042735,0.0217361229989906,0.9859193556150991,0.007299802230840239
198,200,0.5,2,1,entropy,,0.9201817910536839,0.02314551982317929,0.9462803258631494,0.015047053548978392,0.8940832562442184,0.03128901459966908,0.8409230769230769,0.03684093426977416,0.9287323943661973,0.020319102538304667,0.9623794871794873,0.026231234368830736,1.0,0.0
199,25,1.0,2,1,gini,,0.9201735834126007,0.021100966737804486,0.9463171576584142,0.013120076272873428,0.8940300091667872,0.029208123431054358,0.8412307692307692,0.0438868906576626,0.9287726358148893,0.01807463829967788,0.9694085470085471,0.01765749446605904,1.0,0.0
199,25,1.0,2,2,gini,,0.9201735834126007,0.021100966737804486,0.9463171576584142,0.013120076272873428,0.8940300091667872,0.029208123431054358,0.8412307692307692,0.0438868906576626,0.9287726358148893,0.01807463829967788,0.9694085470085471,0.01765749446605904,1.0,0.0
199,100,1.0,2,1,entropy,,0.9201735834126007,0.021100966737804486,0.9463171576584142,0.013120076272873428,0.8940300091667872,0.029208123431054358,0.8412307692307692,0.0438868906576626,0.9287726358148893,0.01807463829967788,0.9672136752136753,0.018610076707886423,1.0,0.0
199,100,1.0,2,2,entropy,,0.9201735834126007,0.021100966737804486,0.9463171576584142,0.013120076272873428,0.8940300091667872,0.029208123431054358,0.8412307692307692,0.0438868906576626,0.9287726358148893,0.01807463829967788,0.9672136752136753,0.018610076707886423,1.0,0.0
203,200,1.0,1,1,gini,,0.9201635508448472,0.031415617546302343,0.9462199913059882,0.019858081759055384,0.8941071103837063,0.043089679371955285,0.8486153846153845,0.06470031049009575,0.9287323943661973,0.027191846943652728,0.9596991452991454,0.020474978199421467,1.0,0.0
203,200,1.0,1,2,gini,,0.9201635508448472,0.031415617546302343,0.9462199913059882,0.019858081759055384,0.8941071103837063,0.043089679371955285,0.8486153846153845,0.06470031049009575,0.9287323943661973,0.027191846943652728,0.9596991452991454,0.020474978199421467,1.0,0.0
203,200,1.0,1,5,gini,,0.9201635508448472,0.031415617546302343,0.9462199913059882,0.019858081759055384,0.8941071103837063,0.043089679371955285,0.8486153846153845,0.06470031049009575,0.9287323943661973,0.027191846943652728,0.9596991452991454,0.020474978199421467,1.0,0.0
206,25,0.5,3,5,entropy,,0.9201628630801337,0.029815650813171994,0.9464131966094401,0.02063588853606728,0.8939125295508275,0.03904915705950492,0.8335384615384616,0.038039530979755286,0.9288128772635815,0.026982003879869255,0.9575931623931624,0.020755043939481275,0.9992204791269366,0.001559041746126777
207,200,0.1,3,2,entropy,balanced,0.9201483081142424,0.03395759821110167,0.946272975566546,0.022491591328249703,0.8940236406619386,0.0455386614338014,0.8409230769230769,0.05135420564929245,0.9287323943661973,0.030044331351013406,0.9605948717948719,0.024465618466744977,0.9889685995086174,0.013510779203776135
208,100,1.0,3,5,gini,,0.9201186368741967,0.018727559862498782,0.9463664772028247,0.011030163420860528,0.8938707965455686,0.026453910797365924,0.8412307692307692,0.0438868906576626,0.9287726358148893,0.01565438905236986,0.9741128205128206,0.013848920690104675,1.0,0.0
209,200,1.0,3,5,gini,,0.9200437915908211,0.014206210490232537,0.9465091064625547,0.009313923628812707,0.8935784767190873,0.019150711247914662,0.8335384615384616,0.028407849569437007,0.9288128772635815,0.012513990648258708,0.9773059829059829,0.014599377849381513,1.0,0.0
210,50,1.0,2,5,gini,,0.9199432331793986,0.017958905080676348,0.9465110958590712,0.011530542210020594,0.8933753704997262,0.024438964973968687,0.8332307692307692,0.030360360328723694,0.9287726358148893,0.0156543890523699,0.9700581196581197,0.01738571494728396,1.0,0.0
211,50,0.5,3,1,entropy,balanced,0.9198920150335553,0.02737867702186356,0.9465524543655996,0.01761492731864821,0.8932315757015109,0.037152730889873135,0.8335384615384616,0.0456837598842276,0.9287726358148893,0.02390795911088725,0.9639521367521369,0.023108416370485607,1.0,0.0
212,200,1.0,2,1,entropy,,0.9198884581147396,0.023250061740933824,0.9465972471987465,0.014599890774722681,0.8931796690307328,0.03195509244903084,0.8335384615384616,0.045683759884227605,0.9288128772635815,0.020037413034830122,0.9654358974358974,0.021177051935353425,1.0,0.0
212,200,1.0,2,2,entropy,,0.9198884581147396,0.023250061740933824,0.9465972471987465,0.014599890774722681,0.8931796690307328,0.03195509244903084,0.8335384615384616,0.045683759884227605,0.9288128772635815,0.020037413034830122,0.9679247863247864,0.019826517962632993,1.0,0.0
214,25,0.5,3,2,entropy,,0.9198575285813974,0.029243075504952216,0.9465534804753821,0.018887977676434207,0.8931615766874126,0.03966883375022871,0.8332307692307692,0.046922824715589534,0.9287726358148894,0.02555823080553661,0.9624136752136752,0.018801971661484482,1.0,0.0
215,100,1.5,3,1,gini,,0.9198422046457295,0.023404327888353123,0.9465047402607262,0.014938683623103051,0.8931796690307328,0.03195509244903084,0.8332307692307692,0.039519001496621096,0.9287323943661973,0.020319102538304667,0.971111111111111,0.0142055457784697,1.0,0.0
216,200,0.5,3,2,gini,balanced,0.9198082791109023,0.023329167798496933,0.9466404673846064,0.014529369953806399,0.8929760908371984,0.032184338388607646,0.8335384615384616,0.05222074221188133,0.9288128772635815,0.020037413034830122,0.9756991452991454,0.014601683386441284,1.0,0.0
217,25,0.1,3,5,entropy,balanced,0.9197884197680907,0.029064440697921263,0.9466368008514616,0.01881850379359264,0.8929400386847195,0.03942943847271694,0.8335384615384616,0.058025907292861556,0.9288128772635815,0.02542431671278607,0.9573333333333333,0.02454202744499956,0.9588213039365219,0.007488302532164566
218,50,0.1,2,1,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9593367521367522,0.01915145932641204,0.9484814829527448,0.00784396672112131
218,100,0.1,2,1,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9593367521367522,0.01915145932641204,0.9484814829527448,0.00784396672112131
218,200,0.1,2,1,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9593367521367522,0.01915145932641204,0.9484814829527448,0.00784396672112131
218,50,0.1,2,2,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9593367521367522,0.01915145932641204,0.9484814829527448,0.00784396672112131
218,100,0.1,2,2,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9593367521367522,0.01915145932641204,0.9484814829527448,0.00784396672112131
218,200,0.1,2,2,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9593367521367522,0.01915145932641204,0.9484814829527448,0.00784396672112131
218,50,0.1,2,5,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9604034188034187,0.019719608331195966,0.9501383342040806,0.005597814125280126
218,100,0.1,2,5,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9604034188034187,0.019719608331195966,0.9501383342040806,0.005597814125280126
218,200,0.1,2,5,gini,balanced,0.9197769275725296,0.027627334790089515,0.9465514910788654,0.017622475395113538,0.8930023640661938,0.03768334860905791,0.8332307692307692,0.046922824715589534,0.9287323943661973,0.024002733887717613,0.9604034188034187,0.019719608331195966,0.9501383342040806,0.005597814125280126
227,200,1.0,2,1,gini,balanced,0.9197714059082305,0.029265980245556156,0.9467286081207982,0.018370821212681156,0.8928142036956628,0.040188448753458964,0.8338461538461539,0.061998282091107325,0.9288531187122737,0.025244445772381944,0.9711111111111113,0.01801179311889918,1.0,0.0
227,200,1.0,2,2,gini,balanced,0.9197714059082305,0.029265980245556156,0.9467286081207982,0.018370821212681156,0.8928142036956628,0.040188448753458964,0.8338461538461539,0.061998282091107325,0.9288531187122737,0.025244445772381944,0.9714666666666666,0.017751981283963002,1.0,0.0
229,200,1.5,2,5,entropy,balanced,0.9197386502328225,0.027580350688208688,0.9466862235044875,0.017282711161629386,0.8927910769611577,0.037920119651041966,0.8335384615384616,0.058025907292861556,0.9288128772635815,0.023764747573892506,0.9695247863247862,0.017317831872160825,1.0,0.0
230,25,0.1,3,2,entropy,balanced,0.9197323297525941,0.031102953299176273,0.9466396004035333,0.019955593509306986,0.892825059101655,0.04229673178070495,0.8335384615384616,0.058025907292861556,0.9287726358148893,0.027108224120556183,0.9602290598290599,0.025372712625689575,0.9604115699240714,0.0044871376399267604
231,25,0.5,3,1,entropy,balanced,0.919699917805444,0.031214148466168736,0.9465568519789521,0.02004076263942806,0.8928429836319356,0.04239308073895798,0.8329230769230769,0.0476237720958667,0.928692152917505,0.027233264752568234,0.954591452991453,0.0300986637736853,1.0,0.0
232,25,1.0,2,1,entropy,,0.9196106717051663,0.034986652480030536,0.9465416048482409,0.021828645784927467,0.8926797385620915,0.04822486469956712,0.8406153846153845,0.07224940367477747,0.928692152917505,0.03008182200608737,0.9587076923076923,0.02427811103510379,1.0,0.0
232,25,1.0,2,2,entropy,,0.9196106717051663,0.034986652480030536,0.9465416048482409,0.021828645784927467,0.8926797385620915,0.04822486469956712,0.8406153846153845,0.07224940367477747,0.928692152917505,0.03008182200608737,0.9587076923076923,0.02427811103510379,1.0,0.0
232,25,1.0,2,5,entropy,,0.9196106717051663,0.034986652480030536,0.9465416048482409,0.021828645784927467,0.8926797385620915,0.04822486469956712,0.8406153846153845,0.07224940367477747,0.928692152917505,0.03008182200608737,0.9587076923076923,0.02427811103510379,1.0,0.0
235,50,1.0,3,1,entropy,balanced,0.9193478172287902,0.03070008646354426,0.9467244586354729,0.01815803242193983,0.8919711758221075,0.043260320218917604,0.8329230769230769,0.06471494161813834,0.928692152917505,0.02569081656978326,0.9657504273504273,0.02466498706011079,1.0,0.0
236,50,0.5,2,1,gini,,0.9192059538513272,0.03516582743881841,0.9468191256623021,0.021685735303262507,0.8915927820403524,0.04867029574060113,0.8326153846153845,0.07406633840826143,0.928692152917505,0.03008182200608737,0.9604444444444444,0.020736084133345583,1.0,0.0
237,100,1.5,3,2,entropy,balanced,0.9191303006760112,0.035099637699620656,0.9468457041494608,0.01981784348814896,0.8914148972025615,0.050406678739995874,0.8329230769230769,0.07815384615384613,0.9287323943661973,0.028653606985303972,0.9667008547008548,0.01979937654483168,1.0,0.0
238,25,0.5,2,1,gini,,0.9189899363648808,0.03026481756643126,0.9469549805033676,0.018370336884507885,0.8910248922263941,0.042183692394562926,0.8246153846153845,0.06590651439010604,0.928692152917505,0.025690816569783247,0.9553435897435898,0.0311464092046075,0.9914300802763453,0.004565761726048954
238,25,0.5,2,2,gini,,0.9189899363648808,0.03026481756643126,0.9469549805033676,0.018370336884507885,0.8910248922263941,0.042183692394562926,0.8246153846153845,0.06590651439010604,0.928692152917505,0.025690816569783247,0.9553435897435898,0.0311464092046075,0.9914300802763453,0.004565761726048954
240,25,0.1,2,1,gini,,0.9187284474905055,0.023756664223634455,0.9472745909041651,0.014541038436237882,0.8901823040768461,0.03300290008631204,0.8095384615384615,0.04648496607512924,0.9287726358148893,0.02020705824026365,0.9613538461538461,0.01529605813287416,0.9399905336686765,0.005163656585775095
240,25,0.1,2,2,gini,,0.9187284474905055,0.023756664223634455,0.9472745909041651,0.014541038436237882,0.8901823040768461,0.03300290008631204,0.8095384615384615,0.04648496607512924,0.9287726358148893,0.02020705824026365,0.9613538461538461,0.01529605813287416,0.9399905336686765,0.005163656585775095
240,25,0.1,2,5,gini,,0.9187284474905055,0.023756664223634455,0.9472745909041651,0.014541038436237882,0.8901823040768461,0.03300290008631204,0.8095384615384615,0.04648496607512924,0.9287726358148893,0.02020705824026365,0.9627760683760684,0.01619348855303503,0.9399905336686765,0.005163656585775095
240,50,0.1,2,1,entropy,,0.9187284474905055,0.023756664223634455,0.9472745909041651,0.014541038436237882,0.8901823040768461,0.03300290008631204,0.8095384615384615,0.04648496607512924,0.9287726358148893,0.02020705824026365,0.9615282051282051,0.018779551597027145,0.9389641502065054,0.005407844769391496
240,50,0.1,2,2,entropy,,0.9187284474905055,0.023756664223634455,0.9472745909041651,0.014541038436237882,0.8901823040768461,0.03300290008631204,0.8095384615384615,0.04648496607512924,0.9287726358148893,0.02020705824026365,0.9615282051282051,0.018779551597027145,0.9389641502065054,0.005407844769391496
245,25,0.1,3,2,gini,balanced,0.917946280891139,0.03795510884989097,0.9434253451083746,0.026310193780605246,0.8924672166739036,0.0496469708933149,0.8569230769230769,0.04849449428885056,0.9258752515090544,0.03436761078805427,0.9572136752136752,0.027138551121472048,0.9725351384422533,0.002428140787199414
246,100,0.1,3,1,gini,balanced,0.9177266216637398,0.03857499815627962,0.9435198742351618,0.02588493162213383,0.8919333690923178,0.05130935417046808,0.8566153846153846,0.054993490739074204,0.9258350100603622,0.03439704767883775,0.959357264957265,0.026501583251234643,1.0,0.0
247,25,1.5,3,2,entropy,,0.9176122306177149,0.012269532895233791,0.943794410954448,0.007502260605591679,0.891430050280982,0.017147381385162697,0.8495384615384616,0.037386831210053005,0.9259557344064386,0.010440310192722926,0.957374358974359,0.019095299790872485,1.0,0.0
248,100,1.0,1,1,gini,,0.9175074053751986,0.03877097890129322,0.9436854081208856,0.025696561433612274,0.8913294026295115,0.05208187912844805,0.8566153846153846,0.07472806717471447,0.9259154929577464,0.03430483781010832,0.9600068376068375,0.021010380397493183,0.9992254792519397,0.0015490414961204734
248,100,1.0,1,2,gini,,0.9175074053751986,0.03877097890129322,0.9436854081208856,0.025696561433612274,0.8913294026295115,0.05208187912844805,0.8566153846153846,0.07472806717471447,0.9259154929577464,0.03430483781010832,0.9600068376068375,0.021010380397493183,0.9992254792519397,0.0015490414961204734
248,100,1.0,1,5,gini,,0.9175074053751986,0.03877097890129322,0.9436854081208856,0.025696561433612274,0.8913294026295115,0.05208187912844805,0.8566153846153846,0.07472806717471447,0.9259154929577464,0.03430483781010832,0.9600068376068375,0.021010380397493183,0.9992254792519397,0.0015490414961204734
251,200,0.1,3,5,entropy,,0.9172652462531692,0.021515361393980827,0.9439869670480515,0.014159001671508943,0.890543525458287,0.02895000638284188,0.8412307692307692,0.035861667161436205,0.9259154929577464,0.018986715528642416,0.9613470085470086,0.02219185933603616,1.0,0.0
252,100,0.1,3,1,entropy,balanced,0.917110675101708,0.03063746089854194,0.9441735549521052,0.021014879342406863,0.8900477952513105,0.04029158007115899,0.8335384615384616,0.038039530979755286,0.9259557344064386,0.02760545781924422,0.958488888888889,0.02477689086603994,0.9882237819974673,0.010865551947887145
253,25,1.0,3,2,entropy,,0.917101209167328,0.01696211423884798,0.9440731183877269,0.009804242183229324,0.8901292999469291,0.02419138777795283,0.8412307692307692,0.0438868906576626,0.9259154929577464,0.014043862020225827,0.9656,0.01933123871156366,1.0,0.0
254,50,0.5,3,2,gini,balanced,0.91702186931197,0.01717353287064236,0.944116204489719,0.009604178664276332,0.8899275341342211,0.02475801557494263,0.8412307692307692,0.050656284620939525,0.9259154929577464,0.014043862020225827,0.9714529914529914,0.016586207719289415,1.0,0.0
255,25,1.0,3,1,entropy,,0.9168583102065988,0.025778998043143028,0.9443108233117485,0.016983528105536855,0.8894057971014494,0.03469991377457637,0.8332307692307692,0.046922824715589534,0.9259557344064386,0.02274122560959274,0.9599521367521369,0.021706075254941663,1.0,0.0
256,50,1.0,2,1,gini,,0.9168504314093244,0.02192171148487549,0.9442626903865555,0.01393578463734558,0.8894381724320933,0.03002282593431924,0.8332307692307692,0.039519001496621096,0.9259154929577464,0.01898671552864242,0.9650461538461539,0.019204664979826147,1.0,0.0
257,50,1.0,3,5,entropy,,0.9168454561921251,0.02191236155013882,0.9442527399521567,0.013953572208982907,0.8894381724320933,0.03002282593431924,0.8335384615384616,0.045683759884227605,0.9259154929577464,0.01898671552864242,0.9742837606837605,0.01356213763308556,1.0,0.0
258,200,1.5,3,5,entropy,balanced,0.9168417277995644,0.01943768813798122,0.9442607009900389,0.012165233956843428,0.8894227546090899,0.026848106774917935,0.8332307692307692,0.039519001496621096,0.9259154929577464,0.0166991830190691,0.9760410256410257,0.015819899511123368,1.0,0.0
259,25,0.1,3,1,entropy,balanced,0.9167543637150828,0.03474861546649028,0.9443551659130518,0.0226264691325502,0.8891535615171138,0.0468848772749506,0.8335384615384616,0.058025907292861556,0.9259154929577464,0.030527429272609284,0.9583042735042737,0.025073846431206425,0.9620249815764229,0.005536613078218776
260,100,1.0,3,5,entropy,,0.9167508067962672,0.03159774314070071,0.9443999587461984,0.020372164763443296,0.8891016548463357,0.042878559743286124,0.8335384615384616,0.058025907292861556,0.9259557344064386,0.027605457819244172,0.9728957264957264,0.014537118777085935,1.0,0.0
261,200,0.1,3,1,gini,,0.916705876048011,0.03333125926688548,0.9442690459849004,0.02168164253774735,0.8891427061111216,0.044991220252110546,0.8329230769230769,0.047623772095866705,0.9258350100603622,0.029268178569486356,0.9700239316239315,0.01889480079197365,1.0,0.0
262,50,0.5,1,1,gini,,0.9166631727346795,0.036450848698097275,0.9443350000454777,0.025487892281018235,0.8889913454238816,0.047605175498871694,0.8255384615384616,0.053662103031610196,0.9259154929577464,0.03309364356060859,0.9588717948717947,0.01904998250888992,0.9457520463237538,0.007314763699033999
262,50,0.5,1,2,gini,,0.9166631727346795,0.036450848698097275,0.9443350000454777,0.025487892281018235,0.8889913454238816,0.047605175498871694,0.8255384615384616,0.053662103031610196,0.9259154929577464,0.03309364356060859,0.9588717948717947,0.01904998250888992,0.9457520463237538,0.007314763699033999
262,50,0.5,1,5,gini,,0.9166631727346795,0.036450848698097275,0.9443350000454777,0.025487892281018235,0.8889913454238816,0.047605175498871694,0.8255384615384616,0.053662103031610196,0.9259154929577464,0.03309364356060859,0.9588717948717947,0.01904998250888992,0.9457520463237538,0.007314763699033999
265,50,0.5,3,1,gini,,0.9166413035171302,0.034009012370935114,0.9443999901577225,0.02111975767190134,0.8888826168765378,0.04693184074891003,0.8332307692307692,0.05900636812488922,0.9259154929577464,0.029159754541712754,0.9642324786324787,0.017414330888695456,1.0,0.0
266,100,0.1,3,2,gini,,0.9166259795814623,0.045426077129914526,0.9443512499430666,0.02958558985339901,0.8889007092198582,0.06134706677979627,0.8332307692307692,0.06900544528723761,0.9258752515090543,0.039865974672461064,0.9593709401709403,0.02220504372183448,0.9992254792519397,0.0015490414961204734
267,50,1.0,3,5,gini,balanced,0.9165824085056362,0.027326466903499727,0.9443873330970106,0.016255200888525934,0.888777483914262,0.038527515131487895,0.8332307692307692,0.05900636812488922,0.9259154929577464,0.02288581815640509,0.9642666666666667,0.017949393882266386,1.0,0.0
268,100,1.5,3,5,gini,balanced,0.9165585324954832,0.02612828879974581,0.9444954183674698,0.016917354922029646,0.8886216466234969,0.03534491451991727,0.8255384615384616,0.03999526599205395,0.9259154929577464,0.02288581815640509,0.965374358974359,0.017907409036898286,1.0,0.0
269,200,1.0,3,5,entropy,,0.9165462719669076,0.019258616770107626,0.9445382218041001,0.011959943672740142,0.8885543221297153,0.026627258829394266,0.8255384615384616,0.03999526599205395,0.9259557344064386,0.016500466146225162,0.9734358974358972,0.016882216059540694,1.0,0.0
270,100,1.5,2,1,entropy,balanced,0.9163964640849904,0.024289983972198295,0.9446271981098409,0.015130828003241538,0.88816573006014,0.03349960757145143,0.8255384615384616,0.053662103031610196,0.9259557344064386,0.020869372035717138,0.9744478632478633,0.015673692103355147,1.0,0.0
270,100,1.5,2,2,entropy,balanced,0.9163964640849904,0.024289983972198295,0.9446271981098409,0.015130828003241538,0.88816573006014,0.03349960757145143,0.8255384615384616,0.053662103031610196,0.9259557344064386,0.020869372035717138,0.9744478632478633,0.015673692103355147,1.0,0.0
272,25,1.0,3,1,gini,,0.9163112246453414,0.03859931916381701,0.9442681443745627,0.022364404892426346,0.8883543049161201,0.05496351851188069,0.8483076923076924,0.09298011494479842,0.9257947686116701,0.03193163391182088,0.9588786324786325,0.02549393617410818,1.0,0.0
273,100,0.5,2,1,gini,,0.9162664981612915,0.02478112800450664,0.944583977923981,0.015192832115785909,0.8879490183986022,0.034412571080092325,0.8249230769230769,0.049099825859246,0.9258752515090544,0.02112909827058798,0.9657504273504275,0.021582940371286184,1.0,0.0
273,100,0.5,2,2,gini,,0.9162664981612915,0.02478112800450664,0.944583977923981,0.015192832115785909,0.8879490183986022,0.034412571080092325,0.8249230769230769,0.049099825859246,0.9258752515090544,0.02112909827058798,0.9641504273504274,0.023541410661326055,1.0,0.0
275,50,1.0,2,1,gini,balanced,0.9162663536744329,0.02727677461689969,0.9446236559139785,0.016271769839162988,0.8879090514348873,0.03835933718820536,0.8252307692307692,0.05467580623074752,0.9259154929577464,0.02288581815640509,0.961859829059829,0.026975356431895463,1.0,0.0
275,50,1.0,2,2,gini,balanced,0.9162663536744329,0.02727677461689969,0.9446236559139785,0.016271769839162988,0.8879090514348873,0.03835933718820536,0.8252307692307692,0.05467580623074752,0.9259154929577464,0.02288581815640509,0.961859829059829,0.026975356431895463,1.0,0.0
275,50,1.0,2,5,gini,balanced,0.9162663536744329,0.02727677461689969,0.9446236559139785,0.016271769839162988,0.8879090514348873,0.03835933718820536,0.8252307692307692,0.05467580623074752,0.9259154929577464,0.02288581815640509,0.9668376068376068,0.027318887797753516,1.0,0.0
278,200,1.0,3,2,gini,,0.9162517063953434,0.03239202245634479,0.9447535739770183,0.019668606694820012,0.8877498388136686,0.04517183023248125,0.8258461538461539,0.06812727386140578,0.9259959758551307,0.02744407795113789,0.9721777777777778,0.017794658652056497,1.0,0.0
279,50,1.5,3,1,entropy,,0.9162064319188297,0.03241414912430603,0.9446630250239906,0.020099895737017138,0.8877498388136686,0.04484003845476093,0.8255384615384616,0.06449512618620999,0.9259154929577464,0.027724693539725804,0.9693538461538462,0.012357763296103295,1.0,0.0
280,25,0.5,3,1,gini,,0.9161880211865931,0.02927807666728303,0.944667422637343,0.017502371625091325,0.8877086197358433,0.04112256734463971,0.8252307692307692,0.06024486523333129,0.9259154929577464,0.024604741936246056,0.9590700854700854,0.02961902909211756,1.0,0.0
281,100,1.0,2,1,gini,balanced,0.9161802310012662,0.03398667409982534,0.9447987835593947,0.02076464015977243,0.8875616784431374,0.04726091686768508,0.8258461538461539,0.07267272833592381,0.9259959758551309,0.028893079926677227,0.9689641025641025,0.021607317965016335,1.0,0.0
281,100,1.0,2,2,gini,balanced,0.9161802310012662,0.03398667409982534,0.9447987835593947,0.02076464015977243,0.8875616784431374,0.04726091686768508,0.8258461538461539,0.07267272833592381,0.9259959758551309,0.028893079926677227,0.9689641025641025,0.021607317965016335,1.0,0.0
283,200,1.5,2,2,entropy,,0.9161411403794769,0.012911061750206664,0.944718027911233,0.007639355999259541,0.8875642528477206,0.018386901205216966,0.8172307692307692,0.03300206197610318,0.9259154929577464,0.010751623476569359,0.9676581196581197,0.012612521390037646,1.0,0.0
284,100,1.5,2,5,gini,balanced,0.9159696156202937,0.045630880479722136,0.9447433929844538,0.02796188720974054,0.8871958382561338,0.06346466343822725,0.8332307692307692,0.09274562781764936,0.9259154929577464,0.0387730900164371,0.9803076923076922,0.015253289441155287,1.0,0.0
285,100,1.0,2,5,gini,balanced,0.9159453236260303,0.02721562951374445,0.9448500282965477,0.016300481741752717,0.8870406189555127,0.038170665790465005,0.8175384615384615,0.05389097036044659,0.9259154929577464,0.02288581815640509,0.9680820512820514,0.020565148071837416,1.0,0.0
286,50,0.5,2,5,gini,,0.9159377483864549,0.030959330961542263,0.9447153388460328,0.018859515871555738,0.8871601579268772,0.04307805426881806,0.8246153846153845,0.06590651439010604,0.9258350100603622,0.026331748340224025,0.9629333333333333,0.019425018868065275,1.0,0.0
287,200,1.5,2,5,entropy,,0.9159238826692112,0.024661914177998706,0.9447689918000218,0.015341980679816899,0.8870787735384009,0.03399368702665987,0.8169230769230769,0.04225591236948402,0.9258350100603622,0.021176945281820438,0.974434188034188,0.018449459803057063,1.0,0.0
288,50,0.5,1,1,entropy,,0.915889739209154,0.018914364959809214,0.9448986441739213,0.012509828842374457,0.8868808342443865,0.025446050073558563,0.8095384615384615,0.02967915212747689,0.9259154929577464,0.016699183019069103,0.956591452991453,0.023432054645143245,0.9431903688325743,0.0053979127154229894
288,50,0.5,1,2,entropy,,0.915889739209154,0.018914364959809214,0.9448986441739213,0.012509828842374457,0.8868808342443865,0.025446050073558563,0.8095384615384615,0.02967915212747689,0.9259154929577464,0.016699183019069103,0.956591452991453,0.023432054645143245,0.9431903688325743,0.0053979127154229894
