model,fold,test_accuracy,test_macro_f1,test_f1_g,test_f1_b,test_recall_g,test_recall_b,test_precision_g,test_precision_b,test_roc_auc
DT_iter4,5,0.8571428571428571,0.8470279720279721,0.8863636363636364,0.8076923076923077,0.8666666666666667,0.84,0.9069767441860465,0.7777777777777778,0.8502222222222222
LR_iter4,1,0.9859154929577465,0.9847015729368671,0.989010989010989,0.9803921568627451,1.0,0.9615384615384616,0.9782608695652174,1.0,0.9991452991452991
LR_iter4,2,0.9285714285714286,0.9199267902081903,0.946236559139785,0.8936170212765957,0.9777777777777777,0.84,0.9166666666666666,0.9545454545454546,0.9635555555555555
LR_iter4,3,0.9428571428571428,0.9365942028985508,0.9565217391304348,0.9166666666666666,0.9777777777777777,0.88,0.9361702127659575,0.9565217391304348,0.9902222222222223
LR_iter4,4,0.9571428571428572,0.9519560741249142,0.967741935483871,0.9361702127659575,1.0,0.88,0.9375,1.0,0.9697777777777777
LR_iter4,5,0.9142857142857143,0.9048913043478262,0.9347826086956522,0.875,0.9555555555555556,0.84,0.9148936170212766,0.9130434782608695,0.9644444444444444
SVM_iter5,1,0.9859154929577465,0.9847015729368671,0.989010989010989,0.9803921568627451,1.0,0.9615384615384616,0.9782608695652174,1.0,0.9982905982905983
SVM_iter5,2,0.9571428571428572,0.9529042386185244,0.967032967032967,0.9387755102040817,0.9777777777777777,0.92,0.9565217391304348,0.9583333333333334,0.9546666666666667
SVM_iter5,3,0.9571428571428572,0.9529042386185244,0.967032967032967,0.9387755102040817,0.9777777777777777,0.92,0.9565217391304348,0.9583333333333334,0.9893333333333334
SVM_iter5,4,0.9714285714285714,0.9682971014492754,0.9782608695652174,0.9583333333333334,1.0,0.92,0.9574468085106383,1.0,0.9902222222222222
SVM_iter5,5,0.9285714285714286,0.9228905045164133,0.9438202247191011,0.9019607843137255,0.9333333333333333,0.92,0.9545454545454546,0.8846153846153846,0.9786666666666667
AdaBoost_iter4,1,0.9577464788732394,0.9541047188106011,0.967032967032967,0.9411764705882353,0.9777777777777777,0.9230769230769231,0.9565217391304348,0.96,0.988034188034188
AdaBoost_iter4,2,0.9571428571428572,0.9519560741249142,0.967741935483871,0.9361702127659575,1.0,0.88,0.9375,1.0,0.9697777777777777
AdaBoost_iter4,3,0.9285714285714286,0.9199267902081903,0.946236559139785,0.8936170212765957,0.9777777777777777,0.84,0.9166666666666666,0.9545454545454546,0.944
AdaBoost_iter4,4,0.9571428571428572,0.9519560741249142,0.967741935483871,0.9361702127659575,1.0,0.88,0.9375,1.0,0.983111111111111
AdaBoost_iter4,5,0.9285714285714286,0.9215070643642072,0.945054945054945,0.8979591836734694,0.9555555555555556,0.88,0.9347826086956522,0.9166666666666666,0.9208888888888889
AdaBoost_th048,1,0.9577464788732394,0.9541047188106011,0.967032967032967,0.9411764705882353,0.9777777777777777,0.9230769230769231,0.9565217391304348,0.96,0.988034188034188
AdaBoost_th048,2,0.9428571428571428,0.9352451433857539,0.9574468085106383,0.9130434782608695,1.0,0.84,0.9183673469387755,1.0,0.9697777777777777
AdaBoost_th048,3,0.9142857142857143,0.9028677150786308,0.9361702127659575,0.8695652173913043,0.9777777777777777,0.8,0.8979591836734694,0.9523809523809523,0.944
AdaBoost_th048,4,0.9571428571428572,0.9519560741249142,0.967741935483871,0.9361702127659575,1.0,0.88,0.9375,1.0,0.983111111111111
AdaBoost_th048,5,0.9285714285714286,0.9215070643642072,0.945054945054945,0.8979591836734694,0.9555555555555556,0.88,0.9347826086956522,0.9166666666666666,0.9208888888888889
