threshold,accuracy,macro_f1,f1_g,f1_b,recall_g,recall_b,precision_g,precision_b,accuracy_std,macro_f1_std,f1_g_std,f1_b_std,recall_g_std,recall_b_std,precision_g_std,precision_b_std
0.68,0.7352112676056338,0.7345037943226125,0.7461418911007952,0.7228656975444299,0.6043478260869566,0.976,0.978003733176147,0.5745274880158602,0.04386594789407732,0.04316277189684011,0.04863110950770511,0.03783374693089455,0.05833220810869017,0.021908902300206666,0.02013028765612477,0.04189561289434159
0.7,0.6732394366197183,0.6721189477139481,0.6611831671084579,0.6830547283194381,0.5,0.992,0.9913043478260869,0.5219363330616528,0.05841251085444427,0.059099612221951786,0.07727185110368452,0.04142608222454129,0.08830476526778218,0.017888543819998333,0.019444069369563388,0.04748836640482213
0.72,0.5774647887323944,0.5695796735240559,0.5134937120276021,0.6256656350205095,0.34782608695652173,1.0,1.0,0.4555723761855367,0.04106304151299509,0.04645795073201453,0.07012865984584955,0.02284593445740849,0.06337991190049239,0.0,0.0,0.02424921516431508
0.74,0.4929577464788732,0.4684534670508912,0.3552305469416725,0.5816763871601098,0.21739130434782608,1.0,1.0,0.41022889982880545,0.029877751317741435,0.03867955391877722,0.06312673134679292,0.014244057194773235,0.04611565964260092,0.0,0.0,0.014124498801393142
0.76,0.3859154929577465,0.31644711686709837,0.09866666666666665,0.53422756706753,0.05217391304347826,1.0,1.0,0.3644819381354099,0.012597566070421364,0.0197288353500467,0.03428637565499678,0.005171295045096629,0.019444069369563388,0.0,0.0,0.004836833176508312
0.78,0.352112676056338,0.2604166666666667,0.0,0.5208333333333334,0.0,1.0,0.0,0.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.352112676056338,0.2604166666666667,0.0,0.5208333333333334,0.0,1.0,0.0,0.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.82,0.352112676056338,0.2604166666666667,0.0,0.5208333333333334,0.0,1.0,0.0,0.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,0.352112676056338,0.2604166666666667,0.0,0.5208333333333334,0.0,1.0,0.0,0.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86,0.352112676056338,0.2604166666666667,0.0,0.5208333333333334,0.0,1.0,0.0,0.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,0.352112676056338,0.2604166666666667,0.0,0.5208333333333334,0.0,1.0,0.0,0.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.352112676056338,0.2604166666666667,0.0,0.5208333333333334,0.0,1.0,0.0,0.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
