rank_test_macro_f1,param_classifier__kernel,param_classifier__C,param_classifier__gamma,param_classifier__degree,param_classifier__coef0,param_classifier__class_weight,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
350,poly,30.0,0.1,3.0,1.0,,0.8558576809561865,0.04698841140480964,0.8003473270915131,0.06756597611998315,0.6972307692307693,0.084525266696173,0.8773038229376258,0.03818368549892996,0.8611623931623932,0.057791410923814,1.0,0.0
350,poly,30.0,0.1,3.0,1.0,balanced,0.8558576809561865,0.04698841140480964,0.8003473270915131,0.06756597611998315,0.6972307692307693,0.084525266696173,0.8773038229376258,0.03818368549892996,0.8611623931623932,0.057791410923814,1.0,0.0
353,poly,3.0,0.3,2.0,0.5,,0.8557028059271639,0.0525312687794077,0.7999040083832846,0.07531534937402945,0.6981538461538462,0.1036626298547474,0.8774647887323944,0.043021289453318956,0.8984273504273503,0.02010595936209252,0.996896916882756,0.0015515717717266627
354,poly,0.1,scale,2.0,1.0,,0.8551747078971662,0.048214521467577806,0.7986172281824455,0.07060600904672207,0.6898461538461539,0.08703722933285979,0.8773843058350099,0.03814320479877447,0.9433982905982907,0.030858488580635134,0.9152219410993107,0.011430670612819136
354,poly,0.1,0.03,2.0,1.0,,0.8551747078971662,0.048214521467577806,0.7986172281824455,0.07060600904672207,0.6898461538461539,0.08703722933285979,0.8773843058350099,0.03814320479877447,0.9433982905982905,0.030919878881939068,0.9134462556930373,0.014377401951906923
356,poly,3.0,0.1,3.0,1.0,,0.8549937857032566,0.04626785987431601,0.7980243403158889,0.06715249200612378,0.6821538461538462,0.07287567430443055,0.8774245472837021,0.03699049474851091,0.8772512820512821,0.047988376609087,0.996896916882756,0.0015515717717266627
357,poly,0.1,0.1,4.0,1.0,,0.8549615197743334,0.048117867865741425,0.7978431916605484,0.0693179988340287,0.6827692307692307,0.08275950757873418,0.8775050301810865,0.038919826614983125,0.951268376068376,0.021878264858682873,0.9883534096371877,0.004254875149404741
358,poly,10.0,scale,4.0,1.0,balanced,0.8546909019696136,0.03835213284648243,0.79738962110118,0.05691931439016531,0.681846153846154,0.0736818685395484,0.8773843058350101,0.029723315778907976,0.8856273504273503,0.05940273247597123,0.9961257830653597,0.002443925361256807
358,poly,10.0,0.03,4.0,1.0,balanced,0.8546909019696136,0.03835213284648243,0.79738962110118,0.05691931439016531,0.681846153846154,0.0736818685395484,0.8773843058350101,0.029723315778907976,0.8863316239316239,0.06017011032838799,0.9953546492479631,0.0028894415812237857
360,poly,10.0,scale,4.0,1.0,,0.8545082669593519,0.05080112958262022,0.7969393195277928,0.07426107779700064,0.6818461538461539,0.08572641221630174,0.8773843058350101,0.04022647608781681,0.8849230769230768,0.053950321166043196,0.996896916882756,0.0015515717717266627
361,poly,30.0,scale,4.0,0.5,balanced,0.8540687546139175,0.049111872018940746,0.7959580785465518,0.07395471532006961,0.6818461538461539,0.09289250643340016,0.8773843058350101,0.037057676927460356,0.8878222222222222,0.058925757850634426,0.9945835154305669,0.0030879895405508417
361,poly,30.0,0.03,4.0,0.5,balanced,0.8540687546139175,0.049111872018940746,0.7959580785465518,0.07395471532006961,0.6818461538461539,0.09289250643340016,0.8773843058350101,0.037057676927460356,0.8885264957264958,0.057933802785162664,0.9945835154305669,0.0030879895405508417
363,poly,0.3,0.1,4.0,1.0,balanced,0.8515079709098627,0.049486724010930384,0.7931706221005588,0.07257544505724274,0.6818461538461539,0.08572641221630174,0.8745271629778673,0.03900756210765464,0.9065846153846154,0.03214141882828789,0.9945835154305669,0.0030879895405508417
364,poly,0.1,0.1,4.0,0.5,,0.8514907105990364,0.043309248500223996,0.7928386858619417,0.062094730457767415,0.675076923076923,0.07490522611546063,0.8746881287726358,0.03527029258025755,0.9680273504273504,0.0168020244441517,0.9757409129495038,0.004555665918945209
365,poly,0.1,0.1,4.0,0.5,balanced,0.85125678908564,0.048163614016718065,0.792325491361226,0.06962066369283662,0.6747692307692307,0.0806811241058418,0.8746478873239436,0.03873623540493526,0.9660170940170939,0.016964597256779766,0.9805422068976988,0.003479629937721136
366,poly,3.0,0.1,3.0,1.0,balanced,0.8507268110856622,0.04036019850000655,0.7912804457237119,0.060442448499045856,0.673846153846154,0.07971547034934781,0.8745271629778673,0.03082468702442835,0.8806358974358975,0.05261673123793927,0.996896916882756,0.0015515717717266627
367,poly,0.1,scale,3.0,0.5,,0.8506084758960283,0.03645762123741664,0.790737289432695,0.05301818982049388,0.6667692307692309,0.06900544528723761,0.8746478873239436,0.02911073185024319,0.967234188034188,0.01570438579558118,0.9216928943212039,0.005847208001198479
368,poly,30.0,scale,4.0,1.0,,0.8503748096441678,0.04358489009362942,0.7904993027754037,0.06516124953920742,0.6735384615384616,0.08774573271371922,0.8744869215291751,0.033404862614612646,0.8719521367521367,0.05107691209281457,0.9984459583788763,0.0019033209249629806
368,poly,30.0,0.03,4.0,1.0,,0.8503748096441678,0.04358489009362942,0.7904993027754037,0.06516124953920742,0.6735384615384616,0.08774573271371922,0.8744869215291751,0.033404862614612646,0.872102564102564,0.052224654495933866,0.9984459583788763,0.0019033209249629806
370,linear,10.0,,,,balanced,0.8501842022042144,0.04133007100243511,0.8019458083287869,0.05850337891665729,0.7689230769230769,0.09373461214937039,0.8659557344064386,0.03486437924855091,0.8487794871794871,0.08173956286306122,0.9487256562174766,0.015893756157442384
371,poly,1.0,0.1,4.0,0.5,,0.8501686453285068,0.0466375711539192,0.7897006365412491,0.06856501456537031,0.6667692307692308,0.08556723367790932,0.8746478873239436,0.03656816412159775,0.9238495726495726,0.02846589920649965,0.996113850557873,0.002470722992773809
372,poly,1.0,0.1,4.0,1.0,,0.8498821892393321,0.050295472948705545,0.7890909090909091,0.07461194374066618,0.6664615384615385,0.09037148840845634,0.8746076458752515,0.03885632268308692,0.8741606837606838,0.06019397538869803,0.996896916882756,0.0015515717717266627
373,poly,30.0,0.1,3.0,0.5,,0.8486102616427444,0.050747451032571875,0.7897913932757139,0.07497479347224655,0.6892307692307692,0.10117417169293492,0.8716297786720322,0.03967590527159931,0.8615452991452992,0.06701300665431884,1.0,0.0
373,poly,30.0,0.1,3.0,0.5,balanced,0.8486102616427444,0.050747451032571875,0.7897913932757139,0.07497479347224655,0.6892307692307692,0.10117417169293492,0.8716297786720322,0.03967590527159931,0.8615452991452992,0.06701300665431884,1.0,0.0
375,poly,0.1,0.01,4.0,1.0,,0.847316917368703,0.044191275902621355,0.7863489116920768,0.06449182147035948,0.6664615384615385,0.0790380029932422,0.8717505030181087,0.03512979363911898,0.9409299145299146,0.02980945962962157,0.9081299495350471,0.013379769041670831
376,poly,0.1,0.3,4.0,0.0,,0.8467852150156705,0.0675666646960802,0.7849835668569451,0.09961707615528015,0.6836923076923076,0.1458526451005954,0.8719517102615694,0.05290038051751091,0.9096820512820513,0.03959069068734137,0.996113850557873,0.002470722992773809
376,poly,10.0,0.1,4.0,0.0,,0.8467852150156705,0.0675666646960802,0.7849835668569451,0.09961707615528015,0.6836923076923076,0.1458526451005954,0.8719517102615694,0.05290038051751091,0.9040957264957263,0.041069984012920335,0.996896916882756,0.0015515717717266627
378,poly,1.0,0.1,3.0,0.5,,0.84672340788266,0.038915047733369616,0.7848615479812304,0.05765009933249245,0.6584615384615385,0.06607866927038086,0.8717505030181087,0.03012593216619506,0.9249777777777778,0.03657472648269502,0.9914701130001754,0.0028954254741638697
379,poly,3.0,0.1,3.0,0.5,,0.8465811212287454,0.03918175467401958,0.7845769746734013,0.058180900232976014,0.6581538461538462,0.06721791815215684,0.8717102615694164,0.030238603811884684,0.8970393162393162,0.050363277736067295,0.996896916882756,0.0015515717717266627
380,poly,0.1,0.03,3.0,0.5,,0.8465488552998224,0.041501444120469244,0.7843958260180608,0.06099555643625256,0.6587692307692309,0.07801319870123025,0.8717907444668007,0.03258449273863872,0.9668786324786325,0.015982434656426275,0.9208351795007983,0.005922970146896007
381,poly,0.1,0.01,2.0,1.0,balanced,0.8459579377024097,0.055924333654558324,0.7868753739485447,0.0800315265671416,0.6892307692307692,0.09796026244223462,0.8687323943661971,0.045798339989385525,0.8987418803418803,0.03745196642209302,0.874914412313105,0.017975556696035233
382,poly,10.0,0.1,3.0,0.5,,0.845911870827682,0.03208531556483923,0.7829141930106196,0.04846131047549312,0.6504615384615384,0.06031397141565951,0.8717505030181087,0.02410479571863841,0.8682119658119658,0.06943002546427939,0.9984459583788763,0.0019033209249629806
383,poly,0.3,0.1,4.0,0.5,balanced,0.844516908759069,0.049516958351939123,0.7829268292682927,0.07177120210636208,0.6667692307692307,0.08174198113142317,0.86897384305835,0.03968782147774733,0.945080341880342,0.025983748074523277,0.9906941375789315,0.0031111681680357373
384,poly,0.1,0.3,4.0,0.5,balanced,0.8436531030453492,0.04793527238589534,0.7807597079293053,0.06943996314922499,0.6593846153846153,0.08637115450983014,0.8690140845070422,0.03847154053365783,0.8903111111111113,0.02922052382052174,0.996896916882756,0.0015515717717266627
385,poly,30.0,0.1,2.0,0.5,balanced,0.8429235679061918,0.03721981798817532,0.7827533139407661,0.05132605444353592,0.6747692307692308,0.06284460030091885,0.866076458752515,0.03214397651577689,0.8740239316239317,0.03245936918619216,0.9984459583788763,0.0019033209249629806
386,poly,3.0,0.1,4.0,0.0,,0.8428958096453671,0.06540385871651332,0.7789800742992232,0.0955566720641534,0.6673846153846154,0.13040637440404168,0.8690543259557344,0.05185394470081817,0.9365880341880342,0.03569473351942437,0.9906644724874951,0.0019061125752286958
387,poly,0.1,0.01,3.0,1.0,,0.8427860448687975,0.03958354977642835,0.7788026607538804,0.05861423996522058,0.6504615384615385,0.07012685040645268,0.8688933601609659,0.03069306858542731,0.9221401709401711,0.03272738639793543,0.8731883986936152,0.016699219341348128
388,poly,3.0,0.1,4.0,1.0,,0.842663787286454,0.04331337961455412,0.7785200845665962,0.06448675683639062,0.6504615384615385,0.07455048724139224,0.8688933601609659,0.03324650004605288,0.8627829059829061,0.0752132574968975,1.0,0.0
389,poly,10.0,0.1,3.0,0.5,balanced,0.8421965510867432,0.028506909548264976,0.7773770944502651,0.04324189764136324,0.6424615384615385,0.0527367022415472,0.8688933601609659,0.021266606236595414,0.8669675213675214,0.06844149485178513,1.0,0.0
390,poly,30.0,scale,4.0,0.5,,0.8419260811469323,0.05271907402358027,0.7768542568542569,0.07901233956239347,0.6501538461538463,0.09436477128235725,0.8688531187122737,0.04002120817959021,0.8988376068376068,0.04887068694690093,0.9961257830653597,0.002443925361256807
390,poly,30.0,0.03,4.0,0.5,,0.8419260811469323,0.05271907402358027,0.7768542568542569,0.07901233956239347,0.6501538461538463,0.09436477128235725,0.8688531187122737,0.04002120817959021,0.8991863247863247,0.048772369184909674,0.9961257830653597,0.002443925361256807
392,poly,3.0,0.1,4.0,0.5,,0.8419044042702545,0.05574274222154917,0.7766925064599484,0.08298660314877344,0.6507692307692308,0.10238343061211283,0.8689336016096579,0.04279212154156842,0.8839931623931625,0.05784002068878672,0.996896916882756,0.0015515717717266627
393,poly,1.0,0.1,4.0,0.0,balanced,0.8415149545680061,0.07461908056449613,0.7756685811382468,0.1106733918033815,0.6596923076923077,0.14111776944124013,0.8690945674044265,0.05765317513588712,0.9421880341880341,0.035151444472540545,0.9844014487660896,0.00492693669367398
394,linear,0.1,,,,balanced,0.8413775580863574,0.043278525378607005,0.7869168759085503,0.06195333067814776,0.7295384615384615,0.08675831900837962,0.8602816901408451,0.035777024271901936,0.8946324786324785,0.054241093492341616,0.9142249132959472,0.011358241404105582
395,poly,1.0,0.1,4.0,0.0,,0.8413417562401108,0.0640459095939113,0.7752303523035231,0.0950541532179281,0.6516923076923077,0.12395685449037473,0.8690543259557344,0.04943615702956528,0.9453675213675213,0.034686014257454066,0.9843854676424165,0.002464544437790883
396,poly,3.0,0.1,4.0,1.0,balanced,0.8409501912712611,0.04807612037960194,0.7779995072678,0.07150834175007119,0.6661538461538462,0.0876572129504955,0.8659959758551308,0.03707742350178012,0.8567521367521369,0.07854263466333605,1.0,0.0
397,poly,10.0,0.1,4.0,1.0,,0.8408375885043435,0.049310898143181646,0.7777711366046468,0.07312454028767897,0.6658461538461539,0.08827284222543312,0.8659557344064387,0.03821547984221132,0.8565811965811967,0.07829896420796775,1.0,0.0
397,poly,10.0,0.1,4.0,1.0,balanced,0.8408375885043435,0.049310898143181646,0.7777711366046468,0.07312454028767897,0.6658461538461539,0.08827284222543312,0.8659557344064387,0.03821547984221132,0.8565811965811967,0.07829896420796775,1.0,0.0
397,poly,30.0,0.1,4.0,1.0,,0.8408375885043435,0.049310898143181646,0.7777711366046468,0.07312454028767897,0.6658461538461539,0.08827284222543312,0.8659557344064387,0.03821547984221132,0.8565811965811967,0.07829896420796775,1.0,0.0
397,poly,30.0,0.1,4.0,1.0,balanced,0.8408375885043435,0.049310898143181646,0.7777711366046468,0.07312454028767897,0.6658461538461539,0.08827284222543312,0.8659557344064387,0.03821547984221132,0.8565811965811967,0.07829896420796775,1.0,0.0
401,poly,0.1,0.01,3.0,0.5,balanced,0.8400634521683605,0.05104952479589165,0.7758389224773107,0.0748076830668168,0.6578461538461539,0.08843999737728782,0.8659557344064386,0.04029501465061041,0.9087999999999999,0.025815145329729613,0.8589545537883836,0.0163555837914286
402,poly,0.1,0.3,4.0,0.5,,0.8395934824491432,0.05132766999139609,0.7744182445146711,0.07486583332302742,0.6513846153846153,0.0930920521715726,0.8661569416498993,0.04076985075097518,0.8979555555555555,0.030375558725745842,0.996896916882756,0.0015515717717266627
403,poly,0.3,0.1,4.0,0.5,,0.8395791187132652,0.052988194233906535,0.7744208636891564,0.07744041186923503,0.6510769230769231,0.09120573012207396,0.8661167002012071,0.04191675705178148,0.9533743589743591,0.023962630950722066,0.9883534096371877,0.004254875149404741
404,poly,1.0,0.1,4.0,1.0,balanced,0.8389484675455152,0.04043624528724487,0.7729829860062418,0.06025980154979672,0.6424615384615385,0.06856500392557129,0.866036217303823,0.03098758781972323,0.8722666666666667,0.05901686722695427,0.996896916882756,0.0015515717717266627
405,poly,0.3,0.01,2.0,0.5,,0.8385814244067513,0.04562305683044575,0.7721359940872137,0.06829428268796232,0.6424615384615385,0.08137050917447679,0.8660362173038229,0.03471496158817887,0.9198358974358974,0.03288775448049813,0.8695822446732583,0.014741423642603595
406,poly,30.0,0.1,4.0,0.0,,0.8385209739574183,0.07376666915332145,0.7719754367756442,0.10948267638963473,0.6676923076923076,0.15803527431872316,0.8662374245472837,0.05711017287279283,0.887336752136752,0.05311530979032588,0.996896916882756,0.0015515717717266627
407,poly,10.0,0.1,4.0,0.5,,0.8384591668244077,0.04888380776720294,0.7718534178999296,0.07337066202469145,0.6424615384615385,0.08521243901751437,0.8660362173038229,0.0369918080686952,0.8716239316239317,0.0735410093055223,1.0,0.0
408,linear,30.0,,,,balanced,0.8380727757621262,0.047152224069600804,0.7868082788671024,0.06642208470359162,0.7609230769230769,0.10229832230081844,0.8546076458752514,0.040054010149982375,0.8440273504273504,0.07938814424159708,0.9518576930462475,0.020754826592108314
409,poly,30.0,0.03,4.0,1.0,balanced,0.8380102933025665,0.05046014932679814,0.774581990113905,0.07247838797897259,0.6655384615384616,0.0886111110080606,0.8630583501006036,0.041330847693334775,0.8684034188034188,0.05252360288164119,1.0,0.0
410,poly,0.1,0.01,2.0,0.5,balanced,0.8377985509930761,0.06084475952146972,0.7739123899718148,0.0874659464238109,0.6655384615384615,0.09885306770193245,0.8630583501006036,0.04942603411766574,0.8891282051282051,0.03262706522729092,0.8584436463549844,0.01516943764064568
411,poly,10.0,0.3,2.0,1.0,,0.8367253655284763,0.05036150971197246,0.774666088882469,0.07116260184648122,0.6744615384615384,0.07797192636952832,0.8603621730382294,0.04190157149347145,0.8446427350427351,0.048920075642439546,1.0,0.0
412,poly,0.1,0.1,2.0,0.0,,0.8364428526064348,0.044869904940771844,0.7669944030409147,0.06954235533457033,0.6270769230769231,0.08918619576365447,0.8661167002012073,0.03197374929824551,0.9749675213675214,0.01804139071137522,0.9125320875659432,0.007021827170798082
412,poly,10.0,0.01,2.0,0.0,,0.8364428526064348,0.044869904940771844,0.7669944030409147,0.06954235533457033,0.6270769230769231,0.08918619576365447,0.8661167002012073,0.03197374929824551,0.9749675213675214,0.01804139071137522,0.9125320875659432,0.007021827170798082
414,poly,0.3,0.3,4.0,0.0,balanced,0.8356206698079947,0.06150784625360576,0.7682761871096971,0.09101063654571528,0.6516923076923077,0.12134785443158001,0.8633802816901408,0.04780135326102783,0.8905435897435897,0.05560506343711093,0.996896916882756,0.0015515717717266627
415,poly,3.0,0.1,3.0,0.5,balanced,0.8355256696149876,0.041785856325491075,0.7682976102488298,0.06340831751796575,0.6421538461538462,0.07825069710637172,0.8631388329979879,0.03111561868534709,0.8879589743589744,0.06282845612900562,0.9961257830653597,0.002443925361256807
416,poly,0.3,0.3,3.0,1.0,balanced,0.8355007857312504,0.03227989628971346,0.7680204197390811,0.04775398197486275,0.6347692307692309,0.053767855160129906,0.8632193158953723,0.025042793797001712,0.8603760683760685,0.06239035048106965,0.996896916882756,0.0015515717717266627
417,poly,1.0,0.3,3.0,0.5,balanced,0.8353901967485559,0.05074955105114809,0.7678742310321257,0.07686437972659857,0.6427692307692309,0.09138202534532171,0.8632595573440642,0.037852125711074824,0.8640752136752138,0.06584841312878117,1.0,0.0
418,poly,10.0,0.3,2.0,0.0,,0.8352502721720155,0.06038603703369643,0.7712731624069716,0.08557405184883832,0.6750769230769231,0.12841648219527074,0.8604426559356136,0.05048635764537248,0.8582085470085469,0.05304492521321796,0.9984459583788763,0.0019033209249629806
419,poly,1.0,0.1,4.0,0.5,balanced,0.8351274095185669,0.04071166003943059,0.7671609540015665,0.06101052695610932,0.6347692307692308,0.06936124457159566,0.8632193158953723,0.030881582430375,0.9115692307692307,0.027105687906724983,0.9945835154305669,0.0030879895405508417
420,poly,0.1,0.3,3.0,1.0,,0.8350881479387361,0.03937533681775256,0.7671206841938548,0.059242561875410875,0.6344615384615385,0.0660041239522064,0.8631790744466802,0.029672168018311473,0.9049846153846154,0.035244281114869803,0.996896916882756,0.0015515717717266627
421,poly,0.3,0.3,3.0,1.0,,0.8350503661114835,0.04163374885897642,0.7669643685866033,0.06174152748701626,0.6347692307692309,0.07383076762787116,0.8632193158953723,0.03217615244968342,0.8584820512820512,0.06127297566574922,0.996896916882756,0.0015515717717266627
422,poly,0.1,0.3,4.0,1.0,,0.8347831086632997,0.04716432838015145,0.7663565891472869,0.07067387060164573,0.6347692307692308,0.08204256363937383,0.8632193158953723,0.03577992098438653,0.8877470085470087,0.055651288352062046,0.996896916882756,0.0015515717717266627
422,poly,0.1,0.3,4.0,1.0,balanced,0.8347831086632997,0.04716432838015145,0.7663565891472869,0.07067387060164573,0.6347692307692308,0.08204256363937383,0.8632193158953723,0.03577992098438653,0.8784820512820513,0.055590549294526,0.9984459583788763,0.0019033209249629806
424,poly,30.0,scale,4.0,1.0,balanced,0.834181877566256,0.054721121070827314,0.7687234042553192,0.07832054663621632,0.6575384615384616,0.0922851254466191,0.8602012072434608,0.04493987993263007,0.8678700854700854,0.05224444598253123,1.0,0.0
425,poly,0.3,0.3,4.0,0.0,,0.8341665456134549,0.07819675819631818,0.7649201780394024,0.11593677157821632,0.6596923076923077,0.1680304283517453,0.8633802816901408,0.060603007150028414,0.8928547008547009,0.05081285069639882,0.996896916882756,0.0015515717717266627
426,poly,0.3,0.01,2.0,1.0,,0.8341203274383139,0.04534441234219683,0.768279472465519,0.06522419447928263,0.6504615384615385,0.07012685040645268,0.8603219315895372,0.036820463763308,0.9201435897435897,0.03374497455570773,0.8890923107114235,0.015131282305796873
427,poly,10.0,0.3,2.0,1.0,balanced,0.8338479189424909,0.04972163788687725,0.7711878280129039,0.07025861650247253,0.6744615384615384,0.07797192636952832,0.8575452716297788,0.04141175514226427,0.8444717948717949,0.049008493466741174,1.0,0.0
427,poly,30.0,0.3,2.0,1.0,,0.8338479189424909,0.04972163788687725,0.7711878280129039,0.07025861650247253,0.6744615384615384,0.07797192636952832,0.8575452716297788,0.04141175514226427,0.8444717948717949,0.049008493466741174,1.0,0.0
427,poly,30.0,0.3,2.0,1.0,balanced,0.8338479189424909,0.04972163788687725,0.7711878280129039,0.07025861650247253,0.6744615384615384,0.07797192636952832,0.8575452716297788,0.04141175514226427,0.8444717948717949,0.049008493466741174,1.0,0.0
430,poly,3.0,0.1,4.0,0.0,balanced,0.8331305828018614,0.0512122933082135,0.7657287616354423,0.07656638565845074,0.6516923076923077,0.10735595826570564,0.8605231388329979,0.039203805047243814,0.9228786324786326,0.032063713327120484,0.9937833989302426,0.0019139546550747094
431,poly,0.3,0.1,4.0,0.0,,0.8330832660678678,0.052781084105051154,0.7622798153030711,0.08084372085694345,0.6276923076923077,0.1057853134625913,0.8633400402414486,0.03855109781807252,0.963357264957265,0.03717523520238954,0.9780447961474621,0.004747036767274423
432,poly,0.1,0.3,3.0,0.5,,0.832445657420396,0.03982750777496705,0.7640629289409777,0.057915685431277786,0.6350769230769232,0.06765313551907354,0.8604024144869215,0.03178982755981041,0.9010803418803419,0.0272847039389019,0.9937902305526315,0.001908477941724507
433,poly,0.3,0.3,4.0,0.5,,0.8320370393378684,0.04896227900983226,0.7630262760495319,0.07203579168454961,0.6356923076923077,0.088337170100144,0.8604828973843057,0.03837473160806411,0.8822153846153846,0.04575025515809133,0.9984459583788763,0.0019033209249629806
434,poly,0.3,0.1,4.0,0.0,balanced,0.8316838547212141,0.0678914384281016,0.7590687361419068,0.10384303773164572,0.6276923076923077,0.1350204893502416,0.8633400402414486,0.049656610634569984,0.9608478632478633,0.03499707611217675,0.9812247425439973,0.0029358264652702827
435,poly,10.0,0.1,4.0,0.5,balanced,0.8316393769269765,0.04455428983229613,0.762266519010705,0.06754442196210397,0.6347692307692309,0.08585442474631526,0.8603621730382294,0.03320663290869315,0.8680136752136752,0.07387418777787508,1.0,0.0
435,poly,30.0,0.1,4.0,0.5,,0.8316393769269765,0.04455428983229613,0.762266519010705,0.06754442196210397,0.6347692307692309,0.08585442474631526,0.8603621730382294,0.03320663290869315,0.8676717948717949,0.07363400231568844,1.0,0.0
435,poly,30.0,0.1,4.0,0.5,balanced,0.8316393769269765,0.04455428983229613,0.762266519010705,0.06754442196210397,0.6347692307692309,0.08585442474631526,0.8603621730382294,0.03320663290869315,0.8676717948717949,0.07363400231568844,1.0,0.0
438,poly,0.3,0.3,3.0,0.5,balanced,0.8314840272239319,0.037684948446358474,0.7617275747508305,0.05586159614738718,0.6270769230769232,0.06414185462545416,0.8604024144869215,0.02910889606563659,0.8631179487179488,0.05389347056849703,0.996896916882756,0.0015515717717266627
439,poly,3.0,0.1,4.0,0.5,balanced,0.831067788922361,0.04387432585379884,0.7608194905869325,0.06582398434775127,0.6267692307692307,0.07498859873893098,0.8603621730382294,0.03320663290869315,0.8809709401709401,0.054584549860722524,0.996896916882756,0.0015515717717266627
440,poly,1.0,0.3,3.0,1.0,balanced,0.830439797568897,0.037386896532967485,0.7629719689294158,0.057695080114208416,0.6501538461538462,0.08357457782825822,0.8575050301810865,0.027305060993921406,0.8698735042735042,0.06438724397007377,1.0,0.0
440,poly,3.0,0.3,3.0,1.0,,0.830439797568897,0.037386896532967485,0.7629719689294158,0.057695080114208416,0.6501538461538462,0.08357457782825822,0.8575050301810865,0.027305060993921406,0.8698735042735042,0.06438724397007377,1.0,0.0
440,poly,3.0,0.3,3.0,1.0,balanced,0.830439797568897,0.037386896532967485,0.7629719689294158,0.057695080114208416,0.6501538461538462,0.08357457782825822,0.8575050301810865,0.027305060993921406,0.8698735042735042,0.06438724397007377,1.0,0.0
440,poly,10.0,0.3,3.0,1.0,,0.830439797568897,0.037386896532967485,0.7629719689294158,0.057695080114208416,0.6501538461538462,0.08357457782825822,0.8575050301810865,0.027305060993921406,0.8698735042735042,0.06438724397007377,1.0,0.0
440,poly,10.0,0.3,3.0,1.0,balanced,0.830439797568897,0.037386896532967485,0.7629719689294158,0.057695080114208416,0.6501538461538462,0.08357457782825822,0.8575050301810865,0.027305060993921406,0.8698735042735042,0.06438724397007377,1.0,0.0
440,poly,30.0,0.3,3.0,1.0,,0.830439797568897,0.037386896532967485,0.7629719689294158,0.057695080114208416,0.6501538461538462,0.08357457782825822,0.8575050301810865,0.027305060993921406,0.8698735042735042,0.06438724397007377,1.0,0.0
440,poly,30.0,0.3,3.0,1.0,balanced,0.830439797568897,0.037386896532967485,0.7629719689294158,0.057695080114208416,0.6501538461538462,0.08357457782825822,0.8575050301810865,0.027305060993921406,0.8698735042735042,0.06438724397007377,1.0,0.0
447,poly,1.0,0.3,3.0,1.0,,0.8297840674341721,0.036943411304606474,0.7612698412698412,0.056438337734543084,0.6424615384615385,0.07733795810152738,0.8575050301810865,0.027305060993921406,0.8698051282051283,0.06579415330040944,1.0,0.0
448,poly,30.0,scale,4.0,0.0,,0.8296969195248096,0.04748087348370511,0.7574401119076761,0.07259279736493773,0.62,0.09465727652959384,0.8605231388329979,0.034790914301544344,0.9647316239316238,0.03473114992655697,0.9724565261535837,0.007113752106931433
448,poly,30.0,0.03,4.0,0.0,,0.8296969195248096,0.04748087348370511,0.7574401119076761,0.07259279736493773,0.62,0.09465727652959384,0.8605231388329979,0.034790914301544344,0.9654153846153847,0.033408001227038776,0.9716638914811812,0.006358487531365627
450,poly,1.0,1.0,2.0,1.0,,0.8291691936018932,0.05600761343845056,0.7635060862314309,0.07900906692149302,0.6667692307692308,0.11154259939274296,0.854728370221328,0.0471953453322465,0.8410735042735042,0.06017084537677067,1.0,0.0
451,poly,10.0,0.1,4.0,0.0,balanced,0.8289259623398152,0.05528209276776061,0.7590620949687757,0.08316593460695884,0.6436923076923077,0.11510160163188371,0.8576659959758551,0.041858960724096735,0.8903247863247863,0.041622327493265075,0.996896916882756,0.0015515717717266627
452,poly,1.0,scale,2.0,0.0,,0.8288166992734258,0.0424403940939202,0.7554178155142421,0.06573964003098312,0.6113846153846154,0.08376693505365959,0.8604426559356136,0.030269113747712687,0.9751384615384616,0.017623345012496003,0.9081872042967977,0.00586323282803578
452,poly,1.0,0.03,2.0,0.0,,0.8288166992734258,0.0424403940939202,0.7554178155142421,0.06573964003098312,0.6113846153846154,0.08376693505365959,0.8604426559356136,0.030269113747712687,0.9751384615384616,0.017623345012496003,0.9073253522121721,0.004377238037402836
454,poly,30.0,0.01,3.0,0.0,balanced,0.8287568671012497,0.03744526303478228,0.7585452286416552,0.054577603652769056,0.6273846153846153,0.06194022696096884,0.8575855130784709,0.029767358773272093,0.9102017094017093,0.03039310932282678,0.9461539094987257,0.005610044658060953
455,poly,0.1,1.0,3.0,1.0,,0.8283894001852632,0.06888231303462412,0.7583064211375637,0.10756697616702471,0.6507692307692309,0.13237207735736917,0.8575855130784709,0.04853332260868545,0.8548786324786324,0.07153988549471732,1.0,0.0
455,poly,0.1,1.0,3.0,1.0,balanced,0.8283894001852632,0.06888231303462412,0.7583064211375637,0.10756697616702471,0.6507692307692309,0.13237207735736917,0.8575855130784709,0.04853332260868545,0.8548786324786324,0.07153988549471732,1.0,0.0
455,poly,0.3,1.0,3.0,1.0,,0.8283894001852632,0.06888231303462412,0.7583064211375637,0.10756697616702471,0.6507692307692309,0.13237207735736917,0.8575855130784709,0.04853332260868545,0.8548786324786324,0.07153988549471732,1.0,0.0
455,poly,0.3,1.0,3.0,1.0,balanced,0.8283894001852632,0.06888231303462412,0.7583064211375637,0.10756697616702471,0.6507692307692309,0.13237207735736917,0.8575855130784709,0.04853332260868545,0.8548786324786324,0.07153988549471732,1.0,0.0
