rank_test_macro_f1,param_classifier__kernel,param_classifier__C,param_classifier__gamma,param_classifier__degree,param_classifier__coef0,param_classifier__class_weight,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
279,poly,10.0,0.1,2.0,1.0,,0.8773444793408018,0.046422875167157165,0.8315541300627245,0.06639509575809577,0.7375384615384616,0.08360855537888677,0.8945271629778672,0.03803453472105893,0.9009641025641025,0.037551315035114136,0.996896916882756,0.0015515717717266627
280,poly,10.0,scale,3.0,1.0,balanced,0.8772447746342739,0.04698814901146242,0.8313217005687843,0.06776417118263695,0.7378461538461539,0.08675395391974973,0.8945271629778672,0.03803453472105893,0.9091418803418803,0.0513566527461072,0.9938074807480749,0.0030963189891199112
281,poly,0.3,0.01,4.0,0.5,balanced,0.8755161357539928,0.036520472854361025,0.8307759826173008,0.05080317147240487,0.7455384615384616,0.055908632141459094,0.8916297786720321,0.031016891151909958,0.9412102564102565,0.019390440343407034,0.9188930335024864,0.009743572083210658
282,poly,1.0,0.01,2.0,1.0,balanced,0.8750778566681667,0.04928343702402908,0.8298835291692435,0.06953509901375411,0.7529230769230769,0.09389204426537616,0.8915492957746478,0.04120142690336881,0.9147692307692307,0.03809949871293495,0.9252905289882714,0.003575235334392623
283,poly,0.1,0.01,3.0,1.0,balanced,0.8749247376575777,0.048585527041920686,0.8293712636569779,0.06763284476270447,0.7449230769230769,0.07999053198410791,0.8915492957746478,0.04120142690336879,0.9154119658119659,0.03384299320475225,0.9003626977061081,0.01226380982788874
284,poly,0.3,0.01,3.0,0.5,balanced,0.8747288257230391,0.05117056163069445,0.8288985894937072,0.07159425577717764,0.7449230769230769,0.0876269662096126,0.8915492957746478,0.04313725634525323,0.9347897435897436,0.025391502475902872,0.9139234136352213,0.011436304943718298
285,poly,3.0,0.01,2.0,1.0,,0.87440584946524,0.044494767206530575,0.8280375180375181,0.06289178389728985,0.7372307692307692,0.07593457164953017,0.89158953722334,0.03703730771144547,0.937497435897436,0.038124121619788696,0.9460579286912729,0.009283468591009631
286,linear,3.0,,,,,0.873125527077043,0.05003169457956401,0.8287313093936591,0.06901621564585426,0.7609230769230769,0.08523465695104383,0.8887323943661972,0.04296686345090753,0.8643965811965811,0.07425263751414492,0.9484876410331639,0.012636907282721202
287,poly,30.0,scale,3.0,0.5,balanced,0.8729518109030376,0.04392559013586428,0.824326280529886,0.06439902420702327,0.7218461538461539,0.08486062363538809,0.8916700201207244,0.03468584119026187,0.8919726495726495,0.05325421438025846,0.9938074807480749,0.0030963189891199112
287,poly,30.0,0.03,3.0,0.5,balanced,0.8729518109030376,0.04392559013586428,0.824326280529886,0.06439902420702327,0.7218461538461539,0.08486062363538809,0.8916700201207244,0.03468584119026187,0.8926769230769231,0.05293707891364715,0.9938074807480749,0.0030963189891199112
289,poly,0.3,scale,4.0,0.5,,0.8728708198495045,0.05369701345051354,0.8240288768863128,0.07675855077686089,0.7221538461538461,0.09807423827396139,0.8917102615694166,0.04395084735735767,0.9739829059829059,0.014626246775834425,0.9518103790551798,0.007029691283734903
289,poly,0.3,0.03,4.0,0.5,,0.8728708198495045,0.05369701345051354,0.8240288768863128,0.07675855077686089,0.7221538461538461,0.09807423827396139,0.8917102615694166,0.04395084735735767,0.9736273504273505,0.01470234299761105,0.9518103790551798,0.007029691283734903
291,poly,3.0,0.03,4.0,1.0,,0.8715226825536962,0.06272729893119086,0.8209594291000396,0.09318243474285313,0.7218461538461538,0.12458461158500667,0.8916700201207244,0.048435159976335476,0.9169982905982905,0.04446316712810095,0.9922499529363801,0.0024731111201623714
292,poly,0.3,0.1,3.0,0.5,balanced,0.8713444517207112,0.03691707131097185,0.823884956746433,0.05247924963354058,0.7301538461538463,0.06387561878022173,0.8888933601609658,0.03048257199791804,0.9455726495726495,0.03163780707378462,0.9875945243900442,0.004525326956289388
293,poly,0.3,0.01,2.0,0.5,balanced,0.8712313060991258,0.04970436918668941,0.8238744349043353,0.06941235572481007,0.7369230769230769,0.08398365577819186,0.8886921529175049,0.041994684839021856,0.914523076923077,0.033722272815362477,0.8979984329052177,0.011556143133364534
294,poly,1.0,0.1,3.0,1.0,,0.8706595792275917,0.068419444313807,0.8188052315305763,0.10106479117859013,0.7138461538461538,0.13071673154315572,0.8916700201207244,0.053251860439805815,0.9099076923076923,0.03828665669578503,0.9953546492479631,0.0028894415812237857
295,poly,10.0,0.1,2.0,1.0,balanced,0.8704584941419118,0.039307929231095474,0.8217715213670724,0.056435227605829606,0.7218461538461539,0.06812727386140578,0.8888128772635815,0.0320139883356272,0.8999384615384616,0.038593662672144924,0.9953497483828674,0.0029013771557306763
296,poly,1.0,0.01,3.0,0.5,,0.8699764226317803,0.047525216900767255,0.8206394592148524,0.06791072706217895,0.7215384615384616,0.08541440921633273,0.8887726358148893,0.03896536068385197,0.9595760683760683,0.018285780657967893,0.9322752211507657,0.009525383299538833
297,poly,0.3,0.1,3.0,0.5,,0.8697350512537714,0.04800520912966105,0.8197441699969505,0.06838695655113163,0.715076923076923,0.08902044177184494,0.88897384305835,0.03948451081338963,0.9543111111111111,0.021784851458901883,0.9820732251413622,0.004004117748671683
298,poly,1.0,0.01,2.0,1.0,,0.8697199038535764,0.04955295494493986,0.8200545157030795,0.07162010102823124,0.7215384615384615,0.09260465054075388,0.8887726358148893,0.03999914981951367,0.9213470085470086,0.034683504398930136,0.9249186470370159,0.009771673569412317
299,poly,1.0,0.01,2.0,0.5,,0.8696094094553853,0.049565383167201583,0.8198335269066976,0.0716388713452357,0.7212307692307691,0.09285173012379602,0.8887323943661972,0.04001566437815647,0.9432205128205128,0.02563140013063819,0.9223970341473121,0.010789874153488322
300,poly,10.0,0.03,3.0,1.0,,0.8695056220745576,0.04162441121116749,0.8194169194472531,0.06073874592131871,0.7141538461538463,0.08190859388049151,0.8888531187122736,0.03317579810875619,0.9157880341880341,0.055418364308567926,0.9938074807480749,0.0030963189891199112
301,poly,10.0,scale,4.0,0.5,,0.8679623298665924,0.057926407863561645,0.8156168257334746,0.08497038954669806,0.7061538461538462,0.10950561305221218,0.8888531187122736,0.04560948823312582,0.9145367521367522,0.04093131264014352,0.9906941375789315,0.0031111681680357373
301,poly,10.0,0.03,4.0,0.5,,0.8679623298665924,0.057926407863561645,0.8156168257334746,0.08497038954669806,0.7061538461538462,0.10950561305221218,0.8888531187122736,0.04560948823312582,0.9154256410256411,0.04071349283461999,0.9906941375789315,0.0031111681680357373
303,poly,3.0,scale,4.0,1.0,,0.8675959085920789,0.06574972911338099,0.8149199401337214,0.09768412293906392,0.7138461538461538,0.13071673154315572,0.8888128772635815,0.05075348123347738,0.9162871794871796,0.04467552079088761,0.9922499529363801,0.0024731111201623714
304,linear,10.0,,,,,0.867069272011425,0.05005848539939981,0.8211537192808841,0.06775271696172083,0.7532307692307693,0.07482429121757862,0.8830181086519115,0.04392748134087848,0.8473299145299145,0.07011834826065325,0.9517067804649958,0.013003373639831953
305,poly,1.0,0.01,4.0,0.5,,0.8665844001379881,0.044294070325558814,0.815829098437794,0.06326395758282367,0.7138461538461539,0.07878365252592344,0.8859557344064385,0.036333905749126205,0.9648957264957264,0.016662819981249247,0.9330784105867336,0.006215051110735073
306,poly,0.3,1.0,2.0,0.0,,0.8659121387937428,0.05258758835932562,0.8142874456251217,0.07743354709628178,0.7221538461538461,0.12140245554772668,0.886036217303823,0.04140893954303928,0.8910085470085469,0.03429109934785733,0.996896916882756,0.0015515717717266627
306,poly,30.0,0.1,2.0,0.0,,0.8659121387937428,0.05258758835932562,0.8142874456251217,0.07743354709628178,0.7221538461538461,0.12140245554772668,0.886036217303823,0.04140893954303928,0.8910085470085469,0.03429109934785733,0.996896916882756,0.0015515717717266627
308,poly,30.0,0.03,3.0,1.0,balanced,0.8656370902739934,0.056773795475479095,0.8136545555113214,0.08253496568245076,0.7132307692307692,0.1040054618502055,0.8858752515090542,0.04537968771718964,0.8790769230769231,0.04572146693331909,0.9961257830653597,0.002443925361256807
309,linear,0.3,,,,,0.8656270731500177,0.053043183805965365,0.8174758981382478,0.07421221514304802,0.744923076923077,0.09797185926122147,0.8830181086519113,0.04484703189748963,0.8867760683760683,0.059588911537801346,0.9253739623059755,0.012654707098204435
310,poly,10.0,scale,3.0,1.0,,0.8656108970783496,0.04706147631215799,0.8134368530020705,0.06878961602319049,0.7061538461538462,0.09028554308382286,0.8859959758551307,0.03736469977292797,0.9157811965811966,0.056129196114317215,0.9938074807480749,0.0030963189891199112
311,linear,1.0,,,,balanced,0.8655521052093043,0.042863134277176945,0.8214346759445114,0.06066480486917971,0.7846153846153846,0.09753409356878254,0.8802012072434607,0.035960772679156976,0.8669264957264957,0.08084012546388802,0.9399498483676428,0.0160576167040543
312,poly,0.1,scale,2.0,0.5,,0.8654938337620965,0.03610847003580915,0.8130524268697836,0.052660878694404285,0.6981538461538462,0.06592375010876102,0.8859959758551309,0.028717454930624917,0.9572649572649574,0.02175412312727742,0.9089499799679661,0.01007554863261936
313,poly,30.0,scale,3.0,1.0,,0.8649739585114802,0.05865342368040271,0.811982191250484,0.08490295467385175,0.7052307692307693,0.10471307655859827,0.8858752515090543,0.04714426119298193,0.884348717948718,0.04675576554300971,0.996896916882756,0.0015515717717266627
313,poly,30.0,0.03,3.0,1.0,,0.8649739585114802,0.05865342368040271,0.811982191250484,0.08490295467385175,0.7052307692307693,0.10471307655859827,0.8858752515090543,0.04714426119298193,0.8845196581196582,0.04684120218280073,0.996896916882756,0.0015515717717266627
315,poly,1.0,0.1,3.0,1.0,balanced,0.8646875698447856,0.05690535019469728,0.8113181504485851,0.08505103856476617,0.7058461538461539,0.11011086398200637,0.8859557344064386,0.04349231286578075,0.9009709401709403,0.04603105971641765,0.9938074807480749,0.0030963189891199112
316,poly,3.0,0.3,2.0,1.0,,0.8637635516538076,0.045237932095182,0.812513102923497,0.06381217624251917,0.7138461538461539,0.07878365252592343,0.883138832997988,0.037820411265521936,0.8921299145299144,0.023733001398787364,0.996896916882756,0.0015515717717266627
317,poly,0.3,1.0,2.0,1.0,,0.8634962737285241,0.048744638552858,0.8119332568658428,0.07010596579832505,0.7221538461538461,0.11035649601640021,0.8831790744466801,0.039823706987976326,0.8958974358974359,0.026888074927503385,0.996896916882756,0.0015515717717266627
318,poly,30.0,0.1,2.0,0.5,,0.8632797612075886,0.04620804127940666,0.8112378442813226,0.06473622974897521,0.7061538461538462,0.07477619467411287,0.8831388329979879,0.038884652002486066,0.8813880341880342,0.03210466920088884,0.996896916882756,0.0015515717717266627
319,poly,1.0,0.1,3.0,0.5,balanced,0.8630662495217905,0.042775105390693235,0.8107673003325176,0.06177819526066482,0.7058461538461539,0.07130499538506337,0.8830985915492958,0.03450971122598286,0.9078153846153846,0.03480895024301888,0.9922499529363801,0.0024731111201623714
320,poly,10.0,scale,4.0,0.5,balanced,0.8630342157079699,0.05485641834834289,0.8106848915720557,0.07991551848339137,0.7141538461538463,0.10270841129858492,0.8831790744466801,0.04373166187682664,0.9009846153846153,0.03286226973303461,0.9907095719015,0.003966612255069456
320,poly,10.0,0.03,4.0,0.5,balanced,0.8630342157079699,0.05485641834834289,0.8106848915720557,0.07991551848339137,0.7141538461538463,0.10270841129858492,0.8831790744466801,0.04373166187682664,0.900451282051282,0.03385434693203749,0.9907095719015,0.003966612255069456
322,poly,3.0,0.3,2.0,0.0,,0.8629276630648064,0.04666965623978089,0.8104554865424431,0.06904456150244997,0.7144615384615385,0.10489374731056215,0.8832193158953722,0.036483173471735526,0.8936410256410257,0.03308734834271412,0.996896916882756,0.0015515717717266627
323,poly,0.3,1.0,2.0,0.0,balanced,0.8626501316497481,0.04733370373930918,0.8098656769176387,0.07052125575385945,0.7141538461538461,0.10876128792672182,0.8831790744466801,0.036620072079127826,0.8887247863247865,0.0322133177748423,0.996896916882756,0.0015515717717266627
323,poly,3.0,0.3,2.0,0.0,balanced,0.8626501316497481,0.04733370373930918,0.8098656769176387,0.07052125575385945,0.7141538461538461,0.10876128792672182,0.8831790744466801,0.036620072079127826,0.8920615384615385,0.03158943574793579,0.996896916882756,0.0015515717717266627
323,poly,30.0,0.1,2.0,0.0,balanced,0.8626501316497481,0.04733370373930918,0.8098656769176387,0.07052125575385945,0.7141538461538461,0.10876128792672182,0.8831790744466801,0.036620072079127826,0.8885470085470086,0.03213087416693697,0.996896916882756,0.0015515717717266627
326,poly,30.0,scale,3.0,0.5,,0.8614533217146988,0.050474199823665834,0.8068948230984286,0.07503922085391038,0.6978461538461539,0.09794866425022022,0.8830985915492958,0.03895447061821819,0.8985777777777779,0.05046227780710539,0.9961257830653597,0.002443925361256807
326,poly,30.0,0.03,3.0,0.5,,0.8614533217146988,0.050474199823665834,0.8068948230984286,0.07503922085391038,0.6978461538461539,0.09794866425022022,0.8830985915492958,0.03895447061821819,0.8987555555555555,0.05022528997513524,0.9961257830653597,0.002443925361256807
328,poly,0.3,0.1,4.0,1.0,,0.861380678427671,0.0466642079479363,0.8065223665223666,0.06858562633297137,0.6904615384615383,0.08532790909782048,0.8831790744466801,0.03662007207912785,0.9184547008547007,0.03511656945397,0.9930259283576237,0.0015510805796481828
329,poly,0.3,1.0,2.0,0.5,balanced,0.861335113112262,0.05565045367694295,0.8066439909297053,0.08186969866441242,0.7061538461538461,0.12582320648410145,0.883138832997988,0.04381985196986142,0.8932307692307694,0.030525071159924103,0.996896916882756,0.0015515717717266627
330,poly,30.0,0.1,2.0,1.0,balanced,0.8610234142207874,0.04523565013335668,0.8093459083661954,0.06339039529871551,0.7141538461538463,0.07368186853954838,0.880281690140845,0.038056795672430845,0.8614837606837608,0.04015202959144983,1.0,0.0
331,poly,30.0,0.1,2.0,1.0,,0.8604627249331986,0.03743488747245728,0.8079182114369171,0.0531339152301747,0.7061538461538462,0.06059273297963073,0.880281690140845,0.030960035182244286,0.8695042735042735,0.03776077894227961,0.9984459583788763,0.0019033209249629806
332,poly,3.0,0.3,2.0,1.0,balanced,0.8601898686912867,0.04023074368202007,0.8073039344580841,0.05697233230241574,0.7061538461538462,0.07477619467411287,0.8802816901408452,0.03349311995930288,0.8872888888888889,0.019966589377207713,0.9976714376308161,0.001901285129139305
333,poly,10.0,0.1,3.0,1.0,,0.8595511125146384,0.04702661791564025,0.8058441558441558,0.06767522927821326,0.7052307692307692,0.08440869861789639,0.8801609657947687,0.038171639128280296,0.862557264957265,0.05887927685066665,1.0,0.0
334,poly,0.3,1.0,2.0,0.5,,0.8594366531323182,0.053608680682174475,0.8055917934512087,0.07805897000135371,0.7141538461538461,0.11995423190316919,0.8803219315895372,0.042999903920162216,0.8934769230769231,0.03323665242846289,0.996896916882756,0.0015515717717266627
335,poly,3.0,scale,4.0,1.0,balanced,0.8592311332384532,0.05655119139600434,0.8050189675078345,0.083599809819658,0.7058461538461539,0.10101684199609443,0.880281690140845,0.044024034517755155,0.9024752136752137,0.043094586529190036,0.9930348443940972,0.003797988383261434
335,poly,3.0,0.03,4.0,1.0,balanced,0.8592311332384532,0.05655119139600434,0.8050189675078345,0.083599809819658,0.7058461538461539,0.10101684199609443,0.880281690140845,0.044024034517755155,0.9047794871794871,0.04223340396592034,0.9930348443940972,0.003797988383261434
337,linear,0.1,,,,,0.8591364331835368,0.057534667151662375,0.8048551719283428,0.08264274097159496,0.7052307692307692,0.10161116278424762,0.8801609657947684,0.04681632099269101,0.8940786324786325,0.05118199880790496,0.9150568793444881,0.012531893328642784
338,poly,0.3,1.0,2.0,1.0,balanced,0.8589179565248471,0.05073093279510767,0.804254668222249,0.0734371265024115,0.7064615384615385,0.11717543616405571,0.8803219315895372,0.04105759894368805,0.8919589743589743,0.02939037269016557,0.996896916882756,0.0015515717717266627
339,poly,3.0,0.3,2.0,0.5,balanced,0.858845026106129,0.05406008347556875,0.8040965654554505,0.07783217948258199,0.7061538461538462,0.1179469342117074,0.880281690140845,0.04402403451775518,0.8934700854700853,0.021532447946277195,0.996896916882756,0.0015515717717266627
340,poly,0.3,0.01,3.0,1.0,,0.8585667303909584,0.05194925910215829,0.8034275889595038,0.07589688824800749,0.6975384615384616,0.09504455510770357,0.8802012072434607,0.04124730823930364,0.9428649572649572,0.025144943782459926,0.9223358793888151,0.009761174874183369
341,linear,3.0,,,,balanced,0.858248038704421,0.05108390882757339,0.8106501358378534,0.07208202811232665,0.7686153846153846,0.11227017286873808,0.8744869215291751,0.04301835333729275,0.8568136752136752,0.076164932169571,0.9416753253200018,0.014101363827871081
342,poly,0.1,0.03,2.0,0.5,,0.858115778306499,0.03693126102240105,0.8020413191144897,0.053696962328208364,0.6824615384615386,0.06711361029173245,0.8803219315895372,0.02948558801191674,0.9570871794871796,0.021647245565154783,0.9089499799679661,0.01007554863261936
343,linear,30.0,,,,,0.8580751235270077,0.0511523276180634,0.8099355254674403,0.06788542225220688,0.7455384615384616,0.0663760133476619,0.8744869215291751,0.045776376910321756,0.8508444444444443,0.06635518344764313,0.9587836051994201,0.015781819605695344
